,host_name,host_since,host_neighbourhood,property_type,room_type,price
358,Sarah,2009-03-28,Woodland Hills/Warner Center,Entire home,Entire home/apt,$379.00
359,Michal,2013-07-25,Pasadena,Private room in home,Private room,$86.00
360,Ofir,2012-11-25,Westchester/Playa Del Rey,Entire rental unit,Entire home/apt,
361,Louie & Agla,2012-10-26,,Private room in bungalow,Private room,
362,Donna,2012-12-27,Santa Monica,Private room in condo,Private room,$88.00
363,Amara,2011-05-27,Reseda,Entire guesthouse,Entire home/apt,$244.00
364,Linda,2013-01-03,Santa Monica,Entire loft,Entire home/apt,$150.00
365,Edward,2013-01-03,Van Nuys,Private room in condo,Private room,
366,Michele,2013-01-03,Redondo Beach,Entire townhouse,Entire home/apt,$164.00
367,Shaun,2012-09-10,Topanga,Entire home,Entire home/apt,$175.00
368,Natalie,2011-03-27,Mid-Wilshire,Private room in home,Private room,$97.00
369,Diane,2011-02-17,Hermosa Beach,Entire cottage,Entire home/apt,
370,William Paul,2013-03-01,Mar Vista,Private room in home,Private room,$54.00
371,Justin,2013-03-02,Sherman Oaks,Entire guesthouse,Entire home/apt,$219.00
372,Rainy And Michael,2012-10-21,Bel Air/Beverly Crest,Entire home,Entire home/apt,
373,Joseph Charles,2012-09-23,Venice,Entire home,Entire home/apt,$128.00
374,Masha,2012-08-08,Mar Vista,Private room in townhouse,Private room,$79.00
375,Keller,2012-10-23,Hollywood Hills,Entire home,Entire home/apt,$396.00
376,Amy,2012-10-29,Westwood,Private room in rental unit,Private room,
377,Edwin,2012-09-01,Culver City,Entire home,Entire home/apt,$226.00
378,Edwin,2012-09-01,Culver City,Entire home,Entire home/apt,$321.00
379,Dan,2010-07-19,Echo Park,Entire bungalow,Entire home/apt,$143.00
380,Will,2012-07-17,Hollywood,Entire bungalow,Entire home/apt,$155.00
381,Katie,2013-05-04,Mid-Wilshire,Entire rental unit,Entire home/apt,$150.00
382,Darren,2011-05-31,Mid-Wilshire,Entire rental unit,Entire home/apt,
383,Hannah,2013-01-04,Woodland Hills/Warner Center,Entire home,Entire home/apt,$475.00
384,Natalie,2013-01-11,Art District,Entire guesthouse,Entire home/apt,$105.00
385,Matthew,2011-08-14,West Hollywood,Entire rental unit,Entire home/apt,$99.00
386,Heather,2013-01-12,Boyle Heights,Entire home,Entire home/apt,$497.00
387,Jon,2013-01-13,Harbor City,Entire cabin,Entire home/apt,$250.00
388,Christopher,2013-01-17,North Hollywood,Private room in home,Private room,$49.00
389,Teresa,2012-07-04,Lincoln Heights,Private room in home,Private room,$75.00
390,Kevin,2012-05-11,Venice,Entire condo,Entire home/apt,
391,Dean,2013-03-04,Echo Park,Entire rental unit,Entire home/apt,$130.00
392,Vacation Living,2010-08-31,Altadena,Entire rental unit,Entire home/apt,$111.00
393,Vacation Living,2010-08-31,Altadena,Entire condo,Entire home/apt,$158.00
394,Jefferson,2009-11-24,Arts District,Room in hotel,Private room,$57.00
395,Carrie,2013-01-22,Palms,Entire rental unit,Entire home/apt,$95.00
396,Johnny & Ginny,2012-08-07,West Hollywood,Private room in rental unit,Private room,$107.00
397,Kristin Eriksson,2013-01-23,South Pasadena,Entire guesthouse,Entire home/apt,$112.00
398,Eva,2013-01-24,Altadena,Private room in home,Private room,$73.00
399,Gina,2012-06-25,Beverly Hills,Entire home,Entire home/apt,
400,Coco,2013-01-26,Hollywood Hills,Private room in rental unit,Private room,$150.00
401,Pina,2012-08-12,Valley Glen,Private room in bungalow,Private room,$90.00
402,Ryan J,2012-05-22,Downtown,Entire condo,Entire home/apt,$152.00
403,Gail,2012-11-08,Lomita,Entire guesthouse,Entire home/apt,$131.00
404,Dom,2012-07-02,Venice,Entire rental unit,Entire home/apt,
405,Laura,2012-11-11,Pasadena,Private room in home,Private room,$119.00
406,Todd,2012-11-11,Hollywood,Entire guesthouse,Entire home/apt,$228.00
407,Sydney,2012-06-27,Hollywood,Entire home,Entire home/apt,
408,Tiffany,2012-06-11,Mid-Wilshire,Entire rental unit,Entire home/apt,$119.00
409,Jefferson,2009-11-24,Arts District,Room in boutique hotel,Private room,$51.00
410,Carole,2013-03-05,Mar Vista,Private room in rental unit,Private room,
411,Robert,2013-11-20,Santa Monica,Entire home,Entire home/apt,$750.00
412,William,2011-10-10,Long Beach,Entire condo,Entire home/apt,
413,Joanne,2012-05-06,Silver Lake,Entire townhouse,Entire home/apt,$200.00
414,Peter,2013-01-28,Long Beach,Private room in rental unit,Private room,$68.00
415,Cathy,2012-03-25,Woodland Hills/Warner Center,Entire guesthouse,Entire home/apt,$90.00
416,Helen,2013-01-30,Hollywood Hills,Private room in cottage,Private room,$130.00
417,Christopher,2013-01-23,Venice,Entire guest suite,Entire home/apt,$155.00
418,Sean,2012-11-11,Hollywood,Private room in rental unit,Private room,
419,Denise,2011-12-16,West Hollywood,Entire rental unit,Entire home/apt,$103.00
420,Jefferson,2009-11-24,Arts District,Room in boutique hotel,Private room,$50.00
421,David,2012-01-06,,Private room in home,Private room,
422,June,2011-07-28,Santa Monica,Private room in condo,Private room,$112.00
423,Joanna,2012-11-23,Hollywood Hills,Entire rental unit,Entire home/apt,
424,Hugo And Estela,2012-02-18,Westchester/Playa Del Rey,Entire condo,Entire home/apt,
425,Matthew,2011-08-14,West Hollywood,Entire rental unit,Entire home/apt,$100.00
426,Quynh,2012-09-08,East Hollywood,Entire rental unit,Entire home/apt,
427,James Darrell,2012-11-27,Laurel Canyon,Private room in home,Private room,$192.00
428,J.B.,2013-03-08,Mid-Wilshire,Entire home,Entire home/apt,$387.00
429,Stuart,2013-03-09,Mid-Wilshire,Entire rental unit,Entire home/apt,
430,Paula,2012-05-17,Hollywood Hills,Entire guest suite,Entire home/apt,$329.00
431,Jefferson,2009-11-24,Arts District,Room in boutique hotel,Private room,$53.00
432,Andrew,2009-12-28,Santa Monica,Entire home,Entire home/apt,$459.00
433,Bobby,2013-02-05,Central LA,Entire home,Entire home/apt,$217.00
434,Adriana,2012-11-09,Hollywood,Entire home,Entire home/apt,$350.00
435,Jo-Ann,2012-06-06,Venice,Entire home,Entire home/apt,$206.00
436,Lisa,2011-06-15,Venice,Entire loft,Entire home/apt,$247.00
437,Matthew,2011-08-14,West Hollywood,Entire rental unit,Entire home/apt,$110.00
438,Felix,2011-10-06,Venice,Private room in rental unit,Private room,
439,Sheena,2013-02-12,Woodland Hills/Warner Center,Private room in home,Private room,$115.00
440,Samir,2013-02-13,Malibu,Entire condo,Entire home/apt,"$1,308.00"
441,Adriana,2012-11-29,West Los Angeles,Private room in loft,Private room,$100.00
442,Lisa,2010-08-06,Hollywood,Private room in rental unit,Private room,$179.00
443,Richard B,2012-11-24,West Hollywood,Entire home,Entire home/apt,$225.00
444,Leslie,2012-12-02,,Entire home,Entire home/apt,"$1,798.00"
445,Karin And Sean,2012-12-02,Sherman Oaks,Entire guesthouse,Entire home/apt,
446,Murray & Kay,2012-12-02,,Camper/RV,Entire home/apt,$214.00
447,Jefferson,2009-11-24,Arts District,Private room in hostel,Private room,$56.00
448,Cassy + Christian,2011-03-28,Laurel Canyon,Entire home,Entire home/apt,$629.00
449,William Paul,2013-03-01,Mar Vista,Private room in home,Private room,
450,Mahnaz,2013-03-14,Mar Vista,Private room in rental unit,Private room,$48.00
451,Shaked,2012-11-20,Central LA,Entire townhouse,Entire home/apt,$143.00
452,Andrew,2009-12-28,Santa Monica,Entire rental unit,Entire home/apt,$386.00
453,Amir,2012-08-27,Westside,Entire rental unit,Entire home/apt,$109.00
454,Bryan,2012-12-06,Silver Lake,Entire rental unit,Entire home/apt,
455,Jefferson,2009-11-24,Arts District,Room in boutique hotel,Private room,$56.00
456,Kristopher,2010-02-23,Mar Vista,Entire guest suite,Entire home/apt,$250.00
457,Russell,2012-07-18,Sherman Oaks,Private room in townhouse,Private room,$61.00
458,Leslie,2012-12-11,Venice,Entire bungalow,Entire home/apt,
459,Gabriel,2012-07-01,Lincoln Heights,Entire villa,Entire home/apt,$315.00
460,Rachel,2013-02-13,Topanga,Entire guesthouse,Entire home/apt,$189.00
461,Roland,2013-02-17,Central LA,Entire villa,Entire home/apt,$838.00
462,Herbert,2013-02-17,Mid-Wilshire,Entire home,Entire home/apt,"$1,149.00"
463,Clara,2012-12-16,Hollywood,Private room in rental unit,Private room,
464,Katherine,2013-02-20,Mid-Wilshire,Private room in home,Private room,$102.00
465,Louise-Diane,2008-09-17,Santa Monica,Entire home,Entire home/apt,$255.00
466,Baba,2011-07-03,Beverly Hills,Entire rental unit,Entire home/apt,$145.00
467,Raymond,2012-02-22,Venice,Entire home,Entire home/apt,$852.00
468,Amir,2012-08-27,Westside,Entire rental unit,Entire home/apt,$142.00
469,Paul,2013-03-16,Topanga,Entire guesthouse,Entire home/apt,$183.00
470,Vacation Living,2010-08-31,Altadena,Entire rental unit,Entire home/apt,$117.00
471,Jennifer,2012-12-12,Echo Park,Entire bungalow,Entire home/apt,$313.00
472,Jaime Canovas,2011-07-06,,Entire guesthouse,Entire home/apt,$121.00
473,Gisele,2013-04-27,Silver Lake,Entire guesthouse,Entire home/apt,$119.00
474,Catalina,2013-04-29,Sunland/Tujunga,Private room in home,Private room,
475,Monica,2012-05-30,Bel Air/Beverly Crest,Entire home,Entire home/apt,$958.00
476,Jefferson,2009-11-24,Arts District,Room in hotel,Private room,$50.00
477,Jefferson,2009-11-24,Arts District,Room in boutique hotel,Private room,$50.00
478,Natalie,2013-05-01,Eagle Rock,Entire home,Entire home/apt,$140.00
479,Michail,2013-05-01,West Hollywood,Private room in condo,Private room,$100.00
480,Phyllis,2013-02-25,Burbank,Private room in home,Private room,$91.00
481,Lauren,2011-11-30,Venice,Entire rental unit,Entire home/apt,$225.00
482,Amir,2012-08-27,Westside,Entire rental unit,Entire home/apt,$105.00
483,Ari,2012-09-21,Alphabet City,Entire home,Entire home/apt,$386.00
484,Swaga,2013-02-28,Silver Lake,Entire condo,Entire home/apt,$158.00
485,Coco And Jon,2011-07-14,Los Feliz,Entire guesthouse,Entire home/apt,
486,Jason,2013-06-08,Hawthorne,Private room in home,Private room,
487,Jennifer,2011-05-24,Westside,Private room in condo,Private room,$92.00
488,Alayha,2012-08-09,Palms,Private room in rental unit,Private room,$46.00
489,Balazs,2013-05-02,Hollywood,Private room in rental unit,Private room,
490,Robert,2013-05-03,Silver Lake,Entire home,Entire home/apt,$190.00
491,Pia-Louise,2011-10-19,Arts District,Entire rental unit,Entire home/apt,$128.00
492,Jerry,2012-03-10,Mid-Wilshire,Private room in rental unit,Private room,$100.00
493,Sd,2013-04-15,Hollywood,Entire rental unit,Entire home/apt,
494,Barry,2012-09-24,East Village,Entire guest suite,Entire home/apt,
495,Paul,2011-06-10,Mid-Wilshire,Entire guesthouse,Entire home/apt,$149.00
496,James,2013-05-03,Hermosa Beach,Entire rental unit,Entire home/apt,$272.00
497,Allen,2013-04-28,Monterey Hills,Private room in condo,Private room,
498,Sylviane,2013-06-07,Topanga,Entire rental unit,Entire home/apt,$111.00
499,Aaron & Luciana,2013-05-30,Echo Park,Entire loft,Entire home/apt,$157.00
500,Peizhi,2013-05-19,Santa Monica,Private room in rental unit,Private room,$83.00
501,Fiona,2013-01-11,Glendora,Private room in home,Private room,$55.00
502,Linda,2011-11-28,Central LA,Entire guest suite,Entire home/apt,$120.00
503,Jill,2013-06-11,Westlake,Private room in rental unit,Private room,
504,Sallie,2013-06-12,Hollywood,Entire home,Entire home/apt,$100.00
505,Eve,2013-03-20,Santa Monica,Private room in rental unit,Private room,$97.00
506,Ryan,2011-07-19,West Hollywood,Private room in home,Private room,$103.00
507,Alicia,2013-03-22,Hollywood Hills,Entire home,Entire home/apt,$226.00
508,Michelle,2012-10-14,Mid-Wilshire,Entire guest suite,Entire home/apt,$67.00
509,Tyrrell,2011-08-31,Highland Park,Private room in home,Private room,
510,Charlie,2013-03-22,Hollywood Hills,Entire home,Entire home/apt,$214.00
511,Lauren,2011-11-30,Venice,Entire rental unit,Entire home/apt,
512,Chelsea,2013-03-26,Culver City,Entire townhouse,Entire home/apt,$536.00
513,Cheryl,2011-04-06,Santa Monica,Entire rental unit,Entire home/apt,$224.00
514,David,2013-05-13,Reseda,Entire home,Entire home/apt,$108.00
515,Serena,2012-12-04,Studio City,Entire guesthouse,Entire home/apt,$219.00
516,Gregory,2013-05-14,Hollywood,Private room in bungalow,Private room,$129.00
517,Jessica,2011-07-19,East Hollywood,Entire rental unit,Entire home/apt,$92.00
518,Cheryl,2011-04-06,Santa Monica,Entire rental unit,Entire home/apt,$358.00
519,Michael,2013-05-16,South Robertson,Private room in rental unit,Private room,
520,Ali,2013-05-18,Culver City,Private room in home,Private room,$58.00
521,Donna,2013-06-12,Silver Lake,Entire guesthouse,Entire home/apt,$149.00
522,Julie,2013-06-12,West Hollywood,Entire home,Entire home/apt,$273.00
523,Michelle,2012-10-14,Mid-Wilshire,Entire home,Entire home/apt,$250.00
524,Ming Cheng,2012-07-30,San Gabriel,Private room in home,Private room,$40.00
525,Cindy,2012-02-22,Arts District,Private room in loft,Private room,
526,Derek,2013-06-11,Laurel Canyon,Entire cabin,Entire home/apt,$267.00
527,Franco,2013-06-19,Los Feliz,Entire home,Entire home/apt,$135.00
528,Helen,2013-01-30,Hollywood Hills,Private room in home,Private room,$135.00
529,Merlin,2011-11-09,Westwood,Entire rental unit,Entire home/apt,
530,Dorothy,2012-04-25,,Farm stay,Entire home/apt,$126.00
531,Rebecca,2013-03-27,Mid-Wilshire,Private room in home,Private room,$121.00
532,Alice,2013-06-20,Mid-Wilshire,Entire home,Entire home/apt,
533,William,2011-10-10,Long Beach,Entire rental unit,Entire home/apt,
534,Susan & Kevin,2013-06-20,Venice,Entire cottage,Entire home/apt,$209.00
535,Andrea,2013-01-28,Hollywood,Private room in rental unit,Private room,$70.00
536,Ines,2009-02-12,Culver City,Private room in bungalow,Private room,$69.00
537,Dennis Keith,2012-06-25,Santa Monica,Entire rental unit,Entire home/apt,$279.00
538,Peter And Marisa,2013-06-21,Venice,Entire home,Entire home/apt,$786.00
539,Jennifer And Paul,2013-05-18,Malibu,Entire guesthouse,Entire home/apt,$137.00
540,Dee & Mike,2013-05-18,Mount Washington,Entire guest suite,Entire home/apt,$161.00
541,Joshua,2013-05-20,Bel Air/Beverly Crest,Entire home,Entire home/apt,$536.00
542,Clinton,2013-05-20,Downtown,Entire condo,Entire home/apt,$149.00
543,Walter,2013-05-20,San Pedro,Entire bungalow,Entire home/apt,$115.00
544,Edward,2013-05-02,West Hollywood,Entire condo,Entire home/apt,
545,Yari,2012-12-20,Hollywood Hills,Entire home,Entire home/apt,
546,Danielle,2013-05-16,Manhattan Beach,Entire home,Entire home/apt,$550.00
547,Vacation Living,2010-08-31,Altadena,Entire home,Entire home/apt,$259.00
548,Fiona,2013-01-11,Glendora,Private room in bed and breakfast,Private room,$55.00
549,Ming Cheng,2012-07-30,San Gabriel,Private room in villa,Private room,$55.00
550,Patrice,2013-05-20,Highland Park,Entire home,Entire home/apt,$195.00
551,Audrey,2012-08-05,Pasadena,Private room in home,Private room,$67.00
552,Jennifer,2013-05-24,West Hollywood,Entire rental unit,Entire home/apt,$85.00
553,Amadea,2013-05-11,Mar Vista,Entire bungalow,Entire home/apt,$255.00
554,Cynthia Ellen,2013-02-05,Venice,Entire home,Entire home/apt,$185.00
555,Simon,2013-05-28,West Hollywood,Entire home,Entire home/apt,$325.00
556,Judy,2013-04-30,Highland Park,Entire home,Entire home/apt,$225.00
557,Gabriel,2013-05-29,Redondo Beach,Private room in townhouse,Private room,$118.00
558,Jantzen,2013-05-29,South Pasadena,Entire home,Entire home/apt,
559,Denise,2011-12-16,West Hollywood,Entire rental unit,Entire home/apt,$136.00
560,Dan,2013-05-29,Culver City,Entire home,Entire home/apt,
561,Larry,2013-05-30,Malibu,Entire rental unit,Entire home/apt,$339.00
562,Daniel,2011-05-27,Mid-Wilshire,Entire home,Entire home/apt,$363.00
563,Kareen,2013-05-30,Silver Lake,Entire home,Entire home/apt,$356.00
564,Randy,2013-03-20,South Robertson,Private room in home,Private room,$68.00
565,Diane,2013-05-31,Santa Monica,Entire condo,Entire home/apt,$88.00
566,Helen,2013-01-30,Hollywood Hills,Private room in cottage,Private room,$114.00
567,Nancy,2013-06-22,Northridge,Private room in rental unit,Private room,$50.00
568,Meredith Anne,2011-08-17,Malibu,Entire home,Entire home/apt,$264.00
569,Ewa,2011-07-25,Mount Washington,Entire guest suite,Entire home/apt,$160.00
570,Tatiane,2013-06-24,Hollywood,Private room in rental unit,Private room,$70.00
571,Nathalie,2013-06-25,Sherman Oaks,Private room in rental unit,Private room,$131.00
572,Roseman,2013-06-24,Hollywood,Entire rental unit,Entire home/apt,$73.00
573,Azita,2013-06-26,Mid-City,Entire guesthouse,Entire home/apt,$115.00
574,Debra,2013-03-27,South Redondo,Entire home,Entire home/apt,$504.00
575,Saman,2013-03-31,Santa Monica,Entire rental unit,Entire home/apt,$100.00
576,Jennifer,2013-06-26,Venice,Private room in home,Private room,$125.00
577,Veronica,2013-06-26,Burbank,Entire guesthouse,Entire home/apt,$109.00
578,Dorothy,2013-06-27,Venice,Private room in home,Private room,$230.00
579,Jason,2013-02-28,Marina Del Rey,Entire condo,Entire home/apt,$257.00
580,Marco,2013-07-02,Venice,Entire guest suite,Entire home/apt,$145.00
581,Jaime And Gary,2013-07-03,Silver Lake,Private room in home,Private room,$100.00
582,Sally,2013-07-04,Long Beach,Private room in home,Private room,$179.00
583,Lisa,2013-07-05,West Los Angeles,Entire loft,Entire home/apt,$165.00
584,Gidon,2012-06-07,Hollywood,Entire rental unit,Entire home/apt,
585,Visperd,2012-11-16,Silver Lake,Entire home,Entire home/apt,$250.00
586,Henry,2013-06-01,South LA,Private room in rental unit,Private room,
587,Ming Cheng,2012-07-30,San Gabriel,Private room in home,Private room,$55.00
588,David,2013-04-15,Rancho Palos Verdes,Private room in rental unit,Private room,"$4,750.00"
589,Kirt,2013-05-30,South Robertson,Private room in rental unit,Private room,
590,Jefferson,2009-11-24,Arts District,Room in hotel,Private room,$45.00
591,James Darrell,2012-11-27,Laurel Canyon,Private room in home,Private room,$196.00
592,Mary,2012-06-12,Hollywood,Private room in rental unit,Private room,$60.00
593,Mary,2012-06-12,Hollywood,Private room in rental unit,Private room,$60.00
594,Mary,2012-06-12,Hollywood,Private room in rental unit,Private room,$60.00
595,Mary,2012-06-12,Hollywood,Private room in rental unit,Private room,$60.00
596,Mary,2012-06-12,Hollywood,Private room in rental unit,Private room,$60.00
597,Mark,2012-05-24,Venice,Private room in townhouse,Private room,$146.00
598,Sylviane,2013-06-07,Topanga,Entire guesthouse,Entire home/apt,$167.00
599,Michal,2013-07-25,Pasadena,Private room in home,Private room,$93.00
600,Belle,2013-07-21,Long Beach,Entire home,Entire home/apt,$155.00
601,Saman,2013-03-31,Santa Monica,Entire rental unit,Entire home/apt,$125.00
602,Ryan,2011-07-19,West Hollywood,Private room in home,Private room,$81.00
603,Clara Regina Reis,2011-09-09,Los Feliz,Entire guest suite,Entire home/apt,$197.00
604,Johnny & Ginny,2012-08-07,West Hollywood,Entire rental unit,Entire home/apt,$119.00
605,Catia,2011-09-19,Pasadena,Entire home,Entire home/apt,$450.00
606,Sima,2013-04-02,Mar Vista,Entire guesthouse,Entire home/apt,$190.00
607,Stephen,2013-07-07,West Hollywood,Entire home,Entire home/apt,$197.00
608,Michael Robert,2013-07-08,Del Rey,Entire rental unit,Entire home/apt,$137.00
